player,org,rds,average_combat_score,kill_deaths,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,clutch_won_played,total_kills,total_deaths,total_assists,total_first_kills,total_first_deaths,map_id,agent,region
Ycruz,Nova,332,309.7,1.3,141.9,0.88,0.7,0.25,0.19,40.0,59.9,0.55,292,432,232,83,63,2,Breach,Russia
Joshuamoore,Pulse,148,306.4,1.72,201.1,1.62,0.2,0.1,0.08,38.8,54.8,0.88,240,255,30,15,12,4,Phoenix,Oceania
Huberrachel,Harmony,126,280.0,1.08,167.7,0.73,0.59,0.24,0.23,23.5,20.9,0.74,92,136,74,30,29,4,Killjoy,Oceania
Bburton,Aegis,231,297.8,1.65,184.7,1.24,0.36,0.25,0.03,35.8,61.9,0.92,286,381,83,58,7,4,Raze,LATAM
Christinawilliams,OrgZ,383,326.8,0.64,166.3,1.56,0.72,0.2,0.08,42.9,44.3,0.99,597,245,276,77,31,6,Fade,EU
Yuelizabeth,Harmony,196,279.2,1.63,183.2,0.84,0.15,0.09,0.12,36.6,51.1,0.73,165,319,29,18,24,5,Astra,EU
Jeffery86,OrgZ,467,315.9,1.37,168.0,1.91,0.34,0.29,0.02,37.2,18.6,0.4,892,640,159,135,9,4,Phoenix,LATAM
Shawnpayne,Infinity,343,357.8,1.37,223.9,1.08,0.29,0.33,0.14,27.9,36.0,0.2,370,470,99,113,48,6,Breach,India
Wfuller,Revolution,278,274.7,1.46,162.2,0.87,0.12,0.09,0.12,36.2,10.1,0.77,242,406,33,25,33,7,Omen,Oceania
Lisa08,Spectre,474,266.6,1.31,153.9,0.94,0.71,0.2,0.23,38.6,14.9,0.88,446,621,337,95,109,6,Killjoy,NA
Kelseyjohnston,Spectre,327,268.0,1.58,144.0,0.19,0.24,0.07,0.12,35.0,24.5,0.58,62,517,78,23,39,5,Killjoy,Japan
Pstout,Sentinel,290,307.2,1.43,184.0,1.83,0.22,0.23,0.1,38.7,15.0,0.86,531,415,64,67,29,5,Reyna,ASIA
Tuckerrachel,Pulse,341,275.1,1.04,146.6,0.73,0.44,0.14,0.03,29.7,31.3,0.02,249,355,150,48,10,3,Sage,Japan
Tonyacrawford,Revolution,199,287.5,2.01,206.5,1.75,0.42,0.29,0.16,25.6,63.0,0.43,348,400,84,58,32,3,Reyna,LATAM
Sydney89,Aegis,356,234.8,1.1,158.7,0.74,0.39,0.05,0.07,20.4,34.2,0.97,263,392,139,18,25,2,Cypher,Japan
Wrightkathleen,T1A,448,299.2,1.33,173.3,1.63,0.27,0.35,0.15,54.9,23.2,0.9,730,596,121,157,67,5,Phoenix,ASIA
Danielcarlson,OrgZ,115,278.1,1.36,169.5,1.09,0.53,0.27,0.14,35.4,68.6,0.36,125,156,61,31,16,6,Breach,EU
Leemichele,Radiant,243,307.1,1.35,180.3,1.36,0.57,0.22,0.03,33.8,17.2,0.11,330,328,139,53,7,3,Omen,Russia
Frich,Quantum,136,301.8,1.23,198.7,1.04,0.41,0.25,0.13,25.8,49.9,0.64,141,167,56,34,18,3,Omen,ME
Aaronbrown,Spectre,146,321.5,0.88,169.0,0.5,0.8,0.23,0.01,31.6,33.9,0.15,73,128,117,34,1,4,Sage,China
Tamaramorrison,Pulse,330,291.0,1.63,150.1,0.81,0.8,0.23,0.14,44.9,51.4,0.87,267,538,264,76,46,3,Fade,Japan
Mhill,Mystic,328,293.7,1.47,175.2,1.03,0.51,0.2,0.12,45.3,39.2,0.08,338,482,167,66,39,1,Killjoy,NA
Huangleslie,Aegis,423,244.8,0.74,166.2,0.82,0.54,0.21,0.18,42.7,26.7,0.88,347,313,228,89,76,5,Cypher,EU
Michaelross,Fusion,455,215.5,1.29,170.8,0.76,0.34,0.1,0.0,42.2,32.0,0.36,346,587,155,46,0,5,Cypher,ME
Anthonyday,Fusion,269,290.9,1.68,165.1,1.92,0.31,0.39,0.08,34.6,29.1,0.69,516,452,83,105,22,3,Raze,ASIA
Rmartinez,Spectre,108,295.4,1.73,185.3,1.58,0.37,0.16,0.01,47.6,33.0,0.12,171,187,40,17,1,1,Raze,China
Jaredmatthews,OrgZ,107,277.4,1.0,152.4,0.59,0.87,0.26,0.22,26.6,41.1,0.11,63,107,93,28,24,3,Sage,LATAM
Dalvarez,Ascend,403,289.3,1.62,156.9,1.03,0.89,0.32,0.08,36.1,64.7,0.7,415,653,359,129,32,1,Skye,ASIA
Aarcher,Quantum,307,348.8,0.77,167.7,1.31,0.19,0.12,0.07,36.7,19.7,0.22,402,236,58,37,21,5,Neon,Russia
Jgreene,Vanguard,382,284.1,1.44,145.6,0.98,0.65,0.2,0.0,20.7,53.5,0.5,374,550,248,76,0,3,Astra,ME
Mathissusan,Mystic,175,261.1,1.33,186.4,1.04,0.49,0.06,0.12,21.5,50.6,0.04,182,233,86,10,21,5,Omen,ME
Nixontonya,Harmony,216,280.9,1.9,159.8,1.05,0.3,0.25,0.03,36.0,30.8,0.03,227,410,65,54,6,6,Omen,India
Coreymoore,T1A,240,290.1,1.69,158.6,1.09,0.36,0.2,0.19,21.0,47.5,0.64,262,406,86,48,46,4,Sova,China
Brendacortez,Obsidian,139,306.9,1.19,157.4,0.98,0.47,0.16,0.23,28.8,25.4,0.63,136,165,65,22,32,5,Killjoy,LATAM
Iwatson,Valor,120,286.1,1.26,211.3,1.84,0.2,0.2,0.15,49.5,25.9,0.97,221,151,24,24,18,5,Jett,India
Marcus69,Quantum,127,316.3,1.06,175.2,1.09,0.65,0.19,0.16,36.0,47.9,0.37,138,135,83,24,20,5,Cypher,Russia
Christopher52,Quantum,237,319.6,0.92,169.2,1.08,0.46,0.0,0.02,41.9,23.6,0.16,256,218,109,0,5,1,Killjoy,India
Ballheather,T1A,203,328.4,1.34,187.8,1.16,0.49,0.06,0.04,21.1,27.4,0.74,235,272,99,12,8,5,Omen,Russia
Jvalencia,Eclipse,440,317.5,1.6,192.4,1.04,0.36,0.19,0.14,42.1,61.2,0.29,458,704,158,84,62,1,Fade,NA
Joshuabeck,Dominion,154,287.1,1.35,148.9,0.76,0.41,0.35,0.06,20.8,66.8,0.16,117,208,63,54,9,5,Skye,Russia
Iparker,Zenith,399,314.9,1.14,141.2,0.86,0.31,0.26,0.14,35.9,20.5,0.35,343,455,124,104,56,2,Skye,Japan
Morganmatthew,Storm,226,336.6,1.14,155.6,1.2,0.71,0.19,0.1,20.3,39.2,0.9,271,258,160,43,23,5,Fade,NA
Wknight,Dominion,104,269.6,1.12,181.1,1.36,0.3,0.32,0.03,37.7,47.2,0.45,141,116,31,33,3,7,Jett,Oceania
Scasey,Storm,282,276.8,1.3,177.8,0.68,0.7,0.14,0.14,39.8,54.1,0.94,192,367,197,39,39,5,Viper,EU
Fwelch,Fusion,283,292.4,1.32,181.1,2.08,0.26,0.26,0.11,31.7,57.4,0.56,589,374,74,74,31,5,Neon,Oceania
Martha73,Infinity,191,285.1,1.48,180.2,1.97,0.37,0.34,0.06,49.0,42.4,0.47,376,283,71,65,11,3,Reyna,ME
Fjohnson,Mystic,497,271.4,1.43,165.1,0.87,0.31,0.13,0.07,22.8,26.2,0.59,432,711,154,65,35,3,Brimstone,India
Brenda26,Pulse,250,313.4,1.07,164.1,0.64,0.4,0.13,0.22,23.1,10.9,0.59,160,268,100,32,55,7,Cypher,Oceania
Sjohnson,Eclipse,222,306.4,1.14,175.2,1.96,0.26,0.23,0.11,35.5,54.1,0.75,435,253,58,51,24,6,Raze,Oceania
Valenciafrances,Nova,442,349.9,1.28,158.1,1.2,0.5,0.24,0.16,23.1,62.1,0.14,530,566,221,106,71,5,Sova,ME
Sierrahouse,Legion,161,305.8,1.82,165.2,1.42,0.24,0.3,0.12,28.6,37.0,0.31,229,293,39,48,19,3,Raze,Oceania
Cgrant,Infinity,476,266.7,1.1,157.4,1.02,0.46,0.12,0.0,27.9,34.5,0.76,486,524,219,57,0,6,Astra,ASIA
Hayden81,Pulse,100,249.2,1.18,182.3,0.9,0.59,0.19,0.24,43.3,52.4,0.49,90,118,59,19,24,6,Sage,Japan
Zwells,Titan,296,334.5,1.52,169.0,0.8,0.51,0.15,0.15,23.0,10.6,0.48,237,450,151,44,44,4,Viper,Oceania
Justingreer,Fusion,100,350.6,1.45,197.2,1.21,0.74,0.33,0.07,36.7,41.4,0.92,121,145,74,33,7,3,Breach,EU
Gilesandrew,Rising,298,272.8,0.9,153.4,0.74,0.45,0.22,0.22,28.2,29.0,0.37,221,268,134,66,66,3,Killjoy,Japan
Emily35,Storm,127,244.6,0.99,177.3,0.74,0.34,0.21,0.09,38.5,28.5,0.75,94,126,43,27,11,4,Omen,ASIA
Lisabean,Harmony,235,308.0,1.57,170.0,1.16,0.44,0.19,0.14,37.5,42.9,0.82,273,369,103,45,33,1,Fade,EU
Fgarcia,Zenith,289,229.2,1.47,172.5,1.03,0.26,0.18,0.14,33.8,47.3,0.68,298,425,75,52,40,5,Viper,Japan
Matthewssusan,Phantom,463,321.7,1.71,192.1,1.23,0.21,0.31,0.14,44.8,32.7,0.52,569,792,97,144,65,7,Jett,China
Thompsoncassandra,Rising,141,280.3,1.38,154.0,0.68,0.38,0.12,0.06,17.2,30.6,0.53,96,195,54,17,8,7,Viper,ASIA
Brandycardenas,Mirage,419,273.3,1.22,174.6,1.17,0.69,0.17,0.08,41.3,48.0,0.42,490,511,289,71,34,2,Breach,LATAM
Myersmitchell,Vanguard,140,332.3,1.28,177.6,1.26,0.23,0.18,0.03,25.4,20.8,0.62,176,179,32,25,4,6,Raze,ASIA
Anthony00,Pulse,454,343.6,1.55,173.0,1.3,0.62,0.34,0.07,31.5,62.9,0.51,590,704,281,154,32,2,KAY/O,EU
Henrybryan,Titan,430,241.2,1.5,143.5,1.01,0.5,0.27,0.09,36.9,23.3,0.63,434,645,215,116,39,2,Cypher,Russia
Stephanie91,Mystic,175,269.1,1.18,178.8,1.37,0.37,0.22,0.01,29.5,15.1,0.36,240,206,65,38,2,2,Yoru,EU
Coreycannon,Aegis,256,265.9,1.07,170.2,0.56,0.31,0.24,0.01,22.2,38.9,0.4,143,274,79,61,3,7,Cypher,ASIA
Andre98,Mirage,389,293.7,1.56,193.8,1.7,0.2,0.33,0.06,41.8,49.1,0.16,661,607,78,128,23,4,Phoenix,Russia
Darrylmoore,Valor,496,290.4,1.11,158.1,0.58,0.43,0.23,0.07,37.3,26.0,0.28,288,551,213,114,35,7,Viper,India
Danielvirginia,Nova,181,316.8,1.54,171.3,0.53,0.53,0.06,0.08,30.5,25.6,0.68,96,279,96,11,14,5,Killjoy,ME
Yfitzgerald,Spectre,254,301.5,1.14,203.9,0.5,0.46,0.17,0.1,26.6,16.7,0.94,127,290,117,43,25,2,Viper,EU
Gsantana,Nova,123,301.2,1.28,171.8,1.0,0.41,0.23,0.11,24.4,26.4,0.2,123,157,50,28,14,6,Viper,Oceania
Angela59,Titan,461,281.3,1.0,163.0,1.02,0.28,0.23,0.08,39.7,35.9,0.48,470,461,129,106,37,3,Sage,LATAM
Blairapril,Titan,165,316.0,1.59,192.8,0.04,0.67,0.33,0.08,22.9,53.9,0.7,7,262,111,54,13,3,Fade,ASIA
Meghan71,OrgZ,268,296.2,1.52,172.4,1.32,0.47,0.2,0.09,26.8,17.4,0.12,354,407,126,54,24,4,Brimstone,Japan
Jordanbrown,Nova,108,320.8,1.27,164.7,1.48,0.36,0.32,0.2,54.8,24.0,0.8,160,137,39,35,22,4,Yoru,India
Wwhitehead,Pulse,465,305.5,1.27,171.2,1.07,0.41,0.23,0.02,31.5,40.0,0.79,498,591,191,107,9,1,Reyna,China
Cherylstewart,Quantum,484,336.6,1.54,161.2,0.96,0.65,0.25,0.12,41.5,33.3,0.41,465,745,315,121,58,3,Sova,India
Jacqueline62,Spectre,356,249.3,0.74,183.0,0.98,0.35,0.14,0.04,16.8,52.3,0.1,349,263,125,50,14,1,Omen,China
Ayalajoseph,Pulse,151,280.2,1.33,171.0,0.95,0.53,0.07,0.08,42.3,33.6,0.95,143,201,80,11,12,6,Viper,EU
Tbarton,Quantum,367,282.6,1.23,185.5,0.99,0.49,0.25,0.11,25.9,32.5,0.38,363,451,180,92,40,7,Astra,NA
Zhardin,Storm,105,284.0,1.48,190.0,1.32,0.32,0.28,0.03,52.4,17.9,0.92,139,155,34,29,3,5,Phoenix,Japan
Alexanderthomas,Quantum,198,311.4,0.65,190.1,0.61,0.69,0.01,0.14,28.4,47.4,0.17,121,129,137,2,28,4,Sage,China
Pwalker,Titan,212,322.5,2.3,163.6,1.07,0.43,0.28,0.11,35.9,29.0,0.48,227,488,91,59,23,3,Yoru,China
Inichols,Nova,145,356.9,1.31,194.5,1.08,0.44,0.06,0.13,20.4,44.0,0.57,157,190,64,9,19,6,Astra,Japan
Seandyer,Sentinel,346,246.6,1.62,156.6,0.93,0.31,0.26,0.19,40.6,28.4,0.88,322,561,107,90,66,5,Jett,Russia
Fcarpenter,Pulse,245,311.6,1.6,239.4,1.06,0.78,0.23,0.08,39.7,38.7,0.79,260,392,191,56,20,3,Skye,Russia
Amandajones,Harmony,421,294.7,1.42,134.2,0.79,0.34,0.18,0.19,36.7,45.2,0.86,333,598,143,76,80,2,Cypher,ME
Gregorykathleen,OrgZ,492,326.5,1.55,162.0,0.78,0.41,0.08,0.07,43.7,41.2,0.44,384,763,202,39,34,5,Cypher,ASIA
Xhughes,Dominion,267,278.8,1.1,159.5,0.66,0.37,0.12,0.07,39.9,52.0,0.31,176,294,99,32,19,6,Astra,EU
Emily79,T1A,338,263.5,0.7,144.6,1.01,0.52,0.09,0.18,48.2,19.0,0.11,341,237,176,30,61,5,Cypher,Russia
Alexander25,Zenith,130,330.9,1.31,156.4,0.93,0.24,0.23,0.05,37.4,16.6,0.7,121,170,31,30,6,1,Viper,Oceania
Vmatthews,OrgZ,279,304.3,1.4,193.8,1.71,0.23,0.28,0.05,36.1,24.9,0.46,477,391,64,78,14,3,Neon,LATAM
Knightmark,Aegis,349,263.1,1.23,174.8,1.15,0.34,0.16,0.12,38.3,13.2,0.34,401,429,119,56,42,6,Brimstone,India
Isullivan,Pulse,134,299.7,0.89,170.0,0.75,0.51,0.15,0.16,37.6,36.5,0.7,100,119,68,20,21,4,Cypher,ME
Nwilliams,Sentinel,156,274.9,0.57,185.5,1.1,0.51,0.31,0.05,31.6,42.2,0.51,172,89,80,48,8,3,Skye,EU
Ortizpeter,Quantum,173,275.4,1.54,158.9,1.55,0.31,0.21,0.07,40.5,49.2,0.57,268,266,54,36,12,3,Reyna,Oceania
Jeffreywilson,Mystic,354,301.6,1.82,157.9,1.41,0.27,0.12,0.17,32.2,25.0,0.39,499,644,96,42,60,1,Yoru,Oceania
Natalieholmes,Fusion,273,349.6,0.91,160.4,0.91,0.63,0.05,0.24,49.3,53.3,0.84,248,248,172,14,66,1,Killjoy,Japan
Garnerjoseph,Nebula,360,320.1,1.09,195.9,1.2,0.32,0.17,0.08,25.2,42.9,0.43,432,392,115,61,29,3,Brimstone,EU
Kmalone,Nova,402,315.0,1.53,194.5,0.99,0.33,0.26,0.19,42.2,62.8,0.18,398,615,133,105,76,2,KAY/O,ME
Obrienchristopher,Mystic,488,257.3,0.69,154.0,0.77,0.35,0.2,0.02,29.2,51.8,0.65,376,337,171,98,10,2,Cypher,LATAM
Amanda18,Valor,130,330.8,1.05,177.2,0.9,0.18,0.21,0.08,35.5,46.3,0.67,117,136,23,27,10,4,Brimstone,LATAM
Callahanbrenda,Mystic,103,260.1,0.75,123.9,0.69,0.63,0.23,0.0,34.7,26.0,0.81,71,77,65,24,0,7,Sage,China
Rodneyrichardson,Pulse,465,277.3,0.87,157.3,0.35,0.41,0.19,0.0,34.0,20.4,0.27,163,405,191,88,0,6,Omen,India
Michaelconley,Storm,462,275.4,0.96,187.8,0.82,0.43,0.11,0.0,34.2,14.6,0.63,379,444,199,51,0,4,Cypher,EU
Brendagonzalez,Sentinel,450,281.2,1.27,169.3,1.24,0.49,0.18,0.06,40.8,26.0,0.54,558,572,220,81,27,4,Astra,Oceania
James67,Nebula,372,290.0,1.1,193.9,0.8,0.76,0.19,0.18,48.7,46.6,0.65,298,409,283,71,67,7,Sova,Oceania
Rebeccaweiss,Harmony,496,275.1,0.89,152.3,0.96,0.5,0.21,0.09,29.1,43.1,0.09,476,441,248,104,45,3,Killjoy,Oceania
Tracy58,Eclipse,142,276.7,1.12,147.0,0.82,0.38,0.08,0.04,19.6,47.2,0.52,116,159,54,11,6,7,Astra,China
Chadboyle,Titan,286,304.1,0.95,149.9,0.72,0.52,0.27,0.08,44.9,57.1,0.4,206,272,149,77,23,5,Sage,Oceania
Deleonwilliam,Pulse,116,242.8,1.14,194.6,1.65,0.3,0.18,0.03,45.0,56.8,0.54,191,132,35,21,3,5,Raze,NA
Carolbeard,Sentinel,400,287.0,1.52,199.7,0.68,0.4,0.17,0.06,31.5,15.6,0.79,272,608,160,68,24,1,Viper,Oceania
Scottanthony,Eclipse,170,286.3,1.25,152.6,1.07,0.66,0.12,0.25,26.0,54.0,0.27,182,212,112,20,42,2,Sage,ME
Watsonchristy,Rising,293,281.1,0.8,171.5,1.22,0.42,0.22,0.14,40.2,68.6,0.93,357,234,123,64,41,7,KAY/O,NA
Aaron00,Mirage,399,258.5,1.12,192.4,0.53,0.5,0.22,0.02,21.4,18.2,0.4,211,447,200,88,8,4,Viper,China
Fnoble,Dominion,436,273.0,1.53,159.5,1.27,0.49,0.3,0.19,37.9,28.2,0.95,554,667,214,131,83,6,Breach,ASIA
Brandy18,Radiant,358,364.0,1.08,118.2,1.0,0.35,0.11,0.08,23.2,48.7,0.83,358,387,125,39,29,5,Viper,ME
Alecthornton,T1A,173,317.3,1.21,159.5,0.81,0.38,0.12,0.05,43.4,48.0,0.38,140,209,66,21,9,5,Omen,LATAM
Sheri39,Mirage,156,308.4,1.56,148.1,0.84,0.34,0.2,0.06,16.7,43.4,0.56,131,243,53,31,9,2,Viper,EU
Jocelyn03,Titan,328,266.7,0.73,120.2,0.73,0.76,0.31,0.11,22.9,51.5,0.03,239,239,249,102,36,2,KAY/O,China
Bmyers,Quantum,311,267.1,1.37,174.5,1.47,0.41,0.25,0.03,28.2,53.0,0.75,457,426,128,78,9,6,Raze,NA
Walterdanielle,Eclipse,122,276.2,1.42,207.6,1.89,0.39,0.1,0.01,40.7,38.3,0.99,231,173,48,12,1,2,Reyna,ASIA
Hmassey,Fusion,425,297.1,1.39,193.8,1.61,0.4,0.1,0.07,29.4,64.1,0.48,684,591,170,42,30,1,Jett,China
Qpatton,Spectre,367,287.8,1.41,182.0,0.89,0.74,0.34,0.1,23.0,27.8,0.63,327,517,272,125,37,3,Breach,Russia
Nicholas35,Pulse,481,307.3,1.38,159.6,1.36,0.37,0.25,0.06,36.7,59.2,0.12,654,664,178,120,29,2,Neon,EU
Tmiddleton,Valor,368,300.3,1.29,158.8,0.53,0.57,0.16,0.16,40.0,41.9,0.19,195,475,210,59,59,7,Killjoy,NA
Cterry,Nova,114,303.9,0.77,154.3,0.62,0.48,0.03,0.14,39.2,59.4,0.2,71,88,55,3,16,3,Killjoy,EU
Tthornton,Mirage,329,321.0,1.2,167.2,1.19,0.75,0.15,0.18,37.2,40.7,0.52,392,395,247,49,59,5,Sova,EU
Johnsonlaura,Valor,305,243.5,0.78,173.0,1.18,0.62,0.23,0.01,42.3,34.0,0.02,360,238,189,70,3,5,Astra,EU
Underwoodcatherine,Mirage,239,297.3,1.17,152.6,0.96,0.42,0.1,0.04,48.1,54.4,0.87,229,280,100,24,10,4,Cypher,India
Serranomitchell,Titan,334,247.0,1.62,185.5,1.11,0.39,0.12,0.02,27.0,42.5,0.31,371,541,130,40,7,3,Phoenix,China
Amymccarty,Mystic,292,303.6,1.31,156.7,0.58,0.55,0.03,0.04,29.1,13.8,0.42,169,383,161,9,12,5,Killjoy,ASIA
Williamsfrank,OrgY,365,250.2,1.82,179.6,1.36,0.35,0.33,0.0,34.7,26.5,0.51,496,664,128,120,0,7,Neon,Japan
Gellis,OrgY,397,331.3,1.47,179.7,1.0,0.42,0.17,0.01,45.0,15.9,0.74,397,584,167,67,4,5,Viper,NA
James61,Fusion,375,329.5,1.21,171.6,1.0,0.33,0.07,0.02,28.4,16.3,0.75,375,454,124,26,8,5,Viper,India
Tracy40,Quantum,112,314.3,0.88,130.2,0.69,0.44,0.08,0.06,42.0,45.8,0.58,77,99,49,9,7,3,Killjoy,ASIA
Welchkelsey,Mystic,443,324.7,1.15,153.5,1.35,0.51,0.33,0.05,49.8,44.6,0.13,598,509,226,146,22,1,Breach,EU
Kmcdonald,Infinity,327,254.1,1.95,171.8,0.75,0.39,0.1,0.1,23.0,51.2,0.48,245,638,128,33,33,3,Brimstone,India
Mathistiffany,Valor,477,351.4,1.72,144.8,1.8,0.28,0.18,0.02,47.5,35.6,0.59,859,820,134,86,10,3,Reyna,ASIA
Thernandez,Mystic,126,284.1,1.43,184.2,0.69,0.76,0.32,0.2,42.9,43.3,0.83,87,180,96,40,25,4,Skye,EU
Lawsonjason,Rising,373,264.3,1.44,159.1,0.68,0.29,0.29,0.16,49.8,50.1,0.51,254,537,108,108,60,3,Sage,China
Amysullivan,Valor,219,291.0,1.06,134.6,0.95,0.6,0.15,0.03,27.5,23.8,0.12,208,232,131,33,7,2,Killjoy,LATAM
Rcollins,Nova,157,276.0,0.86,154.5,1.04,0.53,0.2,0.05,21.2,22.3,0.1,163,135,83,31,8,7,Killjoy,Japan
Lauragriffin,Harmony,233,287.9,1.34,137.9,0.88,0.71,0.24,0.14,36.4,68.7,0.68,205,312,165,56,33,6,Fade,China
Estradasarah,Titan,449,269.0,0.6,137.6,0.36,0.39,0.25,0.17,49.3,18.0,0.92,162,269,175,112,76,3,Killjoy,EU
Kelly59,Revolution,316,254.7,1.42,199.4,1.28,0.22,0.24,0.12,54.9,26.6,0.35,404,449,70,76,38,6,Reyna,EU
Kgomez,Phantom,102,283.9,1.59,199.7,1.37,0.35,0.36,0.17,32.4,40.4,0.93,140,162,36,37,17,5,Raze,NA
Lopezsarah,Legion,402,284.4,1.08,136.1,1.0,0.51,0.27,0.0,37.1,31.4,0.62,402,434,205,109,0,1,Cypher,EU
Barbara42,Titan,108,275.7,0.81,164.8,1.16,0.43,0.07,0.08,19.0,42.3,0.4,125,87,46,8,9,2,Astra,Japan
Stephenrivers,Legion,311,262.2,1.74,182.9,1.08,0.38,0.16,0.08,31.6,10.1,0.68,336,541,118,50,25,2,Sage,Japan
Ronald66,Aegis,259,274.3,1.46,172.6,0.58,0.64,0.12,0.2,30.7,37.2,0.43,150,378,166,31,52,3,Cypher,LATAM
Leekrystal,Aegis,118,260.2,1.38,166.7,2.23,0.22,0.19,0.18,38.6,20.0,0.82,263,163,26,22,21,3,Phoenix,EU
Qdudley,Eclipse,150,310.9,1.43,171.0,1.08,0.68,0.31,0.06,37.3,27.9,0.07,162,214,102,46,9,7,Sova,ASIA
Zshields,Quantum,448,277.7,1.04,176.0,0.92,0.47,0.25,0.16,35.0,61.6,0.38,412,466,211,112,72,1,Breach,ME
Amanda26,Legion,320,240.7,1.09,124.1,1.12,0.33,0.07,0.03,45.0,40.7,0.55,358,349,106,22,10,2,Astra,China
Zjames,Mirage,454,306.1,0.92,155.4,1.95,0.33,0.33,0.14,50.7,28.2,0.5,885,418,150,150,64,2,Neon,Oceania
Anneramirez,Eclipse,338,318.5,1.52,135.0,0.89,0.49,0.09,0.18,38.2,27.1,0.3,301,514,166,30,61,6,Sage,EU
Crossangela,Vanguard,166,316.4,1.1,164.2,0.9,0.51,0.25,0.22,27.9,46.3,0.34,149,183,85,42,37,3,Sage,ASIA
Jenniferwaters,OrgY,117,266.7,1.19,161.1,0.76,0.44,0.26,0.03,27.1,55.1,0.51,89,139,51,30,4,5,Killjoy,Japan
Hendersongavin,Obsidian,245,371.7,1.49,214.2,1.0,0.74,0.18,0.05,21.8,46.1,0.22,245,365,181,44,12,2,Fade,NA
Seanclarke,Radiant,274,290.8,1.19,179.0,0.66,0.5,0.14,0.0,41.0,52.9,0.25,181,326,137,38,0,5,Killjoy,Oceania
Baguirre,Mystic,271,264.8,1.09,145.7,1.85,0.25,0.13,0.02,32.0,40.7,0.73,501,295,68,35,5,1,Jett,Russia
Jonhouse,Obsidian,158,275.7,1.64,133.3,1.66,0.31,0.31,0.12,27.0,26.2,0.12,262,259,49,49,19,3,Reyna,NA
Anthony55,Rising,145,334.2,0.85,193.6,0.83,0.41,0.2,0.01,35.2,19.6,0.59,120,123,59,29,1,6,Astra,India
Shawtroy,Infinity,428,243.2,1.46,150.0,0.66,0.69,0.22,0.02,27.0,20.5,0.63,282,625,295,94,9,3,Sage,Japan
Anthonytaylor,Ascend,428,323.2,1.31,179.0,1.43,0.46,0.07,0.0,25.8,42.3,0.69,612,561,197,30,0,5,Brimstone,ME
Xmyers,Pulse,275,307.2,1.22,182.6,0.71,0.26,0.1,0.05,40.0,30.5,0.13,195,336,72,28,14,7,Viper,China
Bosborne,Valor,229,333.2,1.24,199.9,0.92,0.89,0.29,0.19,24.4,66.0,0.41,211,284,204,66,44,6,Sova,Russia
Robert97,Legion,442,282.2,2.1,151.6,1.22,0.42,0.2,0.0,26.2,27.9,0.74,539,928,186,88,0,3,Jett,Oceania
Ashleyallen,Phantom,283,274.9,1.16,161.2,1.09,0.27,0.07,0.05,24.9,24.8,0.6,308,328,76,20,14,3,Viper,ME
Lbarnes,Infinity,493,310.4,1.65,185.9,1.06,0.38,0.23,0.11,43.1,30.8,0.71,523,813,187,113,54,6,Omen,EU
Laurenmelton,Infinity,175,312.0,1.61,195.8,1.0,0.45,0.07,0.08,21.6,22.3,0.7,175,282,79,12,14,4,Astra,China
Janet35,T1A,369,251.4,1.37,122.3,0.83,0.57,0.24,0.12,39.8,52.9,0.39,306,506,210,89,44,5,Brimstone,Russia
Matthewmason,Quantum,396,319.3,0.67,162.0,0.73,0.42,0.19,0.04,19.1,35.2,0.85,289,265,166,75,16,4,Viper,ME
Achang,Rising,361,361.4,1.54,196.5,1.56,0.94,0.24,0.18,48.9,39.2,0.79,563,556,339,87,65,3,Sova,Russia
Jesse06,Nova,204,345.5,1.81,188.2,1.17,0.43,0.31,0.14,21.0,59.4,0.39,239,369,88,63,29,2,KAY/O,LATAM
Michael82,Storm,486,286.5,1.58,194.5,1.51,0.37,0.28,0.0,39.3,50.4,0.04,734,768,180,136,0,4,Neon,Japan
Callahancarolyn,Vanguard,346,295.9,1.27,194.4,0.8,0.38,0.18,0.08,39.3,31.4,0.52,277,439,131,62,28,3,Viper,Oceania
Zacharyschultz,Obsidian,312,290.5,1.36,155.8,0.97,0.42,0.04,0.21,37.1,22.4,0.82,303,424,131,12,66,6,Killjoy,ASIA
Wilsoncatherine,OrgZ,270,269.6,1.21,173.2,0.99,0.58,0.25,0.15,42.8,40.1,0.76,267,327,157,68,40,3,Sova,ASIA
Michele19,Spectre,304,275.1,1.56,151.4,0.61,0.67,0.21,0.01,37.7,37.2,0.14,185,474,204,64,3,7,Cypher,EU
Ldavis,Zenith,154,319.9,1.54,140.0,1.39,0.38,0.21,0.07,19.0,48.3,0.57,214,237,59,32,11,4,Brimstone,Oceania
Williamskimberly,Obsidian,327,320.1,0.89,173.6,1.47,0.46,0.11,0.06,40.5,40.7,0.08,481,291,150,36,20,5,Viper,Russia
Anthonyruiz,Quantum,334,328.6,1.66,188.9,1.32,0.35,0.28,0.02,43.0,34.1,0.87,441,554,117,94,7,6,Yoru,Japan
Hensontroy,Titan,159,272.4,0.99,167.6,1.18,0.17,0.23,0.14,44.8,27.0,0.97,188,157,27,37,22,4,Omen,ME
Daniel85,OrgZ,371,308.4,1.26,167.0,0.92,0.14,0.18,0.11,41.7,54.5,0.66,341,467,52,67,41,1,Brimstone,Oceania
